Sample ID,Experiment ID,growth_qc,,Growth Well ID,16S Well ID,Media,Protocol,Initial OD,Final OD,Growth curve time,Growth curve OD,Notes,Data location,,Ai,Ac,Bfi,Bf,Bt,Bu,Bx,Ba,Csp,Dl,Ls,Mf,Pm,Bd,Bv,Rg,Bb,Bbi,Bc,Bl,Bt47,Bt61,Pg,Pj,Af,Ao,As,Bl.s,Col,Cs,Et,Eu.c,Eu.l,Im,Ld,Lsp,Mi,Pc,Va,Vp
2024930_WZY_DM_assembly_Plate1A8,2024930_WZY_DM_assembly_Plate1,,,A8,Plate1_A8,Galactose,cycle 5,,0.9185,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.007083277295294235,0.00045995307112300227,0.0,0.0005519436853476027,0.006978145164751834,0.003429935758945817,0.003232813014178816,0.08407942140128483,0.0014849913439114076,0.00032853790794500163,0.01671600875624168,0.0,0.0019186613823988093,0.1991071137309888,0.0,0.0,0.0,0.0,1.3141516317800065e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003548209405806018,0.0,0.051698725194225456,0.008305438312849642,0.0018003877355386088,0.015283583477601477,0.0,0.007109560327929836,0.0,0.0,0.0059005408266922296,0.0,0.12907597327343223,0.37358702588242026
2024930_WZY_DM_assembly_Plate1A9,2024930_WZY_DM_assembly_Plate1,,,A9,Plate1_A9,Galactose,cycle 5,,0.8635,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.001888517985611511,0.000563242206235012,0.0,0.0010436546762589928,0.03218763549160671,0.014627731414868107,0.0007454676258992806,0.1195398752997602,0.0024351942446043167,0.06313282494004796,0.01157959712230216,0.0,0.0020541774580335732,0.27398420143884894,0.0,0.0,0.0,0.0,0.00014909352517985614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3131894484412475e-05,0.0,0.0035119808153477217,0.011331107913669066,0.00018222541966426858,0.029735875299760194,0.0,0.0064772853717026384,0.0,0.0,0.022397160671462833,0.0,0.20487106954436451,0.06102894964028778
2024930_WZY_DM_assembly_Plate1B10,2024930_WZY_DM_assembly_Plate1,,,B10,Plate1_B10,Oligo_xylose,cycle 5,,0.8885,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0,0.0,0.020841287045425132,0.0,0.03877916720590138,0.24989421832535264,0.0820715510547431,0.053698654070143646,0.002357221431344636,0.020093875372071954,0.0,0.008020302187136015,0.01664428303351883,0.047863093697424614,0.00123610392131487,0.0,0.0,0.0,0.07957059660929208,0.0,0.0,0.0,0.0001437330141063802,0.003334605927268021,0.0,0.0,0.0007761582761744532,0.0,0.00045994564514041674,0.03202371554290152,0.01003256438462534,0.0004024524394978646,0.0,0.002443461239808464,0.0,0.0,0.10604621780768733,0.0,0.10725357512618092,0.0045132166429403394
2024930_WZY_DM_assembly_Plate1B11,2024930_WZY_DM_assembly_Plate1,,,B11,Plate1_B11,Oligo_xylose,cycle 5,,0.8875,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0,0.0015130911305053785,0.0076194946214735125,0.0,0.021291353764968542,0.23033209864014612,0.0035485589608280897,0.025974731073675664,0.0035665719504769638,0.0833641160949868,0.0,0.06479272376699817,0.012050690075096408,0.08053607672011366,0.0,0.0,0.0,0.0,0.038890044651918,0.0,0.0,0.0,0.0005764156687639538,0.001729247006291861,0.0,0.0,0.0008105845341993099,0.0,0.01754465191800284,0.0033684290643393546,0.04584305865638319,0.025074081591231985,0.0,0.005241779987822204,0.0,0.0,0.1518134767607063,0.0,0.0005584026791150801,0.06146032068195656
2024930_WZY_DM_assembly_Plate1B12,2024930_WZY_DM_assembly_Plate1,,,B12,Plate1_B12,Oligo_xylose,cycle 5,,0.9915,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,1.643733421750663e-05,0.001430048076923077,0.005950314986737401,0.0,0.0004438080238726791,0.002876533488063661,0.07332694794429709,0.3866882874668435,0.007380363063660478,0.1273729028514589,8.218667108753316e-05,0.000624618700265252,0.01234443799734748,0.09725970656498674,0.00037805868700265254,0.0,0.0,0.0,0.04653409316976127,3.287466843501326e-05,0.0,0.0,0.00011506133952254642,0.002317664124668435,0.0,0.0,0.00013149867374005305,0.0,0.11073832062334218,0.006821493700265252,0.0062790616710875335,0.0369182526525199,0.0,0.0008054293766578249,0.0,0.0,0.001117738726790451,0.0,0.010043211206896552,0.053470648209549075
2024930_WZY_DM_assembly_Plate1B1,2024930_WZY_DM_assembly_Plate1,high other species,,B1,Plate1_B1,Fructose,cycle 5,,0.8335,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.029656167845019017,0.004233556241864264,0.0,0.0014466423339033667,0.0057652951836442996,0.006743906174225988,0.005658924423798463,4.254830393833431e-05,0.019125462620281274,0.009169159498711044,0.0,0.07796976696699763,0.00012764491181500295,0.000680772863013349,0.0,2.1274151969167156e-05,0.0,0.49670890017611474,8.509660787666862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007999081140406851,0.0,0.028018058143393147,0.016891676663518724,8.509660787666862e-05,0.031145358482860715,0.0,0.0027869139079608977,4.254830393833431e-05,0.0,8.509660787666862e-05,0.0,0.03533636642078665,0.05367468541820873
2024930_WZY_DM_assembly_Plate1B2,2024930_WZY_DM_assembly_Plate1,high other species,,B2,Plate1_B2,Fructose,cycle 5,,0.8915,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.10913708870261479,0.0001673026398098336,0.0,0.0010038158388590015,0.0788553108970349,0.02678701155177447,0.001580080487092873,5.576754660327787e-05,0.011785541515492723,0.03489189499145085,0.0,0.003178750156386838,0.00013012427540764834,0.09947071395804663,0.0,0.0,0.0,0.2317699236832228,0.0,0.0,0.0,0.0,0.000148713457608741,0.0,0.0,0.0,0.002992858334375912,0.0,0.17702478210100503,0.013347032820384503,0.00013012427540764834,0.013774584011009632,0.0,0.0010967617498644647,0.0,0.0,0.0015429021226906878,0.0,0.023385191208974518,0.05924372367488218
2024930_WZY_DM_assembly_Plate1B3,2024930_WZY_DM_assembly_Plate1,high other species,,B3,Plate1_B3,Fructose,cycle 5,,0.9065,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.09378803670468,0.000649638561724933,0.0,0.0026974122889013522,0.004858166635508194,0.023090414096092728,0.0012004190814482456,0.0,0.003332928273197482,0.04168984856982613,0.0,0.0,4.236773228640867e-05,0.3472883015516919,0.0,0.0,0.0,0.16928733563906026,5.649030971521156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027539025986165638,0.0,0.1347858789804948,0.012413745559917741,9.885804200162023e-05,0.035108727488003984,0.0,0.005889114787810805,0.0,0.0,4.236773228640867e-05,0.0,0.027341309902162398,8.473546457281734e-05
2024930_WZY_DM_assembly_Plate1B4,2024930_WZY_DM_assembly_Plate1,high other species,,B4,Plate1_B4,Fructose,cycle 5,,0.8665,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.08783575959516768,0.0005249456541106875,0.0,7.71978903103952e-05,0.0003705498734898971,0.011301771141441859,0.012845728947649763,7.71978903103952e-05,0.0009726934179109796,0.0027019261608638326,0.0,0.0,0.0,0.0036591800007127334,0.0,0.0,0.0,0.2128345835857596,0.00020071451480702755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009109351056626636,0.0,0.19527978332917573,0.007040447596308044,0.00020071451480702755,0.004909785823741136,0.0,0.00890863654181961,0.0,0.0,0.3015195199743416,0.0,0.0037981362032714445,0.010529792238337906
2024930_WZY_DM_assembly_Plate1B5,2024930_WZY_DM_assembly_Plate1,high other species,,B5,Plate1_B5,Fructose,cycle 5,,0.8965,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.07816617476692227,0.0004451095051580515,0.0,0.00022255475257902576,0.0019040795498427758,0.018892425663375075,0.0003461962817895956,9.891322336845589e-05,0.010361160147845754,0.018978974733822474,0.040109312075908864,0.0,0.0,0.00023491890550008271,0.0,0.0,0.0,0.16007868786892482,0.0,0.0,0.0,0.0,4.945661168422794e-05,8.65490704473989e-05,0.0,0.0,0.00014836983505268382,0.0,0.20910255420091575,0.0006800284106581343,7.418491752634191e-05,0.0004451095051580515,0.0,0.00035856043471065263,0.0,0.0,0.2388630702818999,0.0,0.03257954294698516,0.08427406630992441
2024930_WZY_DM_assembly_Plate1B6,2024930_WZY_DM_assembly_Plate1,high other species,,B6,Plate1_B6,Fructose,cycle 5,,0.7905,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.06082925149659771,0.00034494702248646583,0.0,1.0779594452702057e-05,0.00020481229460133908,0.010208275946708848,0.00047430215591889055,6.467756671621235e-05,0.005626948304310474,0.012471990781776281,0.016115493706789576,0.0,0.0,0.07054166609848227,0.0,0.0,0.0,0.17156802530920595,0.00014013472788512675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001509143223378288,0.0,0.17459709135041523,0.004171703053195697,5.3897972263510284e-05,0.0014121268733039694,0.0,0.00036650621139186994,0.0,0.0,0.16815089386769938,0.0,0.0037620784639930183,0.08923348287946764
2024930_WZY_DM_assembly_Plate1B7,2024930_WZY_DM_assembly_Plate1,,,B7,Plate1_B7,Oligo_xylose,cycle 5,,0.9945,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0,0.0025904444166919417,0.010415005976699792,0.0,0.0033178979857629663,0.15904619007689424,0.04409078339369503,0.2681287398975933,0.00037259816952418335,0.04744416691941268,0.0,0.0,0.011213430625680185,0.052252457583272384,0.0034598401455817026,0.00021291323972810478,0.0,0.0,0.04128742573727498,0.0,0.0,0.0,0.0009758523487538135,0.0019871902374623113,0.0,0.0,0.0003193698595921572,0.0,0.08223773884498048,0.03220312750887585,0.04669897058036432,5.3228309932026196e-05,0.0,0.0002483987796827889,7.097107990936826e-05,0.0,0.04100354141763751,0.0,0.04029383061854383,0.10457588624645413
2024930_WZY_DM_assembly_Plate1B8,2024930_WZY_DM_assembly_Plate1,,,B8,Plate1_B8,Oligo_xylose,cycle 5,,0.8925,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0,0.00216651254190267,0.015165587793318691,0.0,0.0004126690556005086,0.033563749855508036,0.0008941162871344352,0.042539301814819096,0.0009972835510345624,0.10272020575655993,0.00024072361576696336,0.06055918390937464,0.01599092590451971,0.0745211536238585,0.044052421685354295,0.00030950179170038147,0.0,0.0,0.05378453357993295,0.0,0.0,0.0,0.0004470581435672176,0.002028956190035834,0.0,0.0,0.0008941162871344352,0.0,0.06506415443301351,0.004573748699572304,0.00828777019997688,0.030399953762570802,0.0,0.009216275575078025,0.0,0.0,0.07390215004045775,0.0,0.08146774939313374,0.16830019650907407
2024930_WZY_DM_assembly_Plate1B9,2024930_WZY_DM_assembly_Plate1,,,B9,Plate1_B9,Oligo_xylose,cycle 5,,0.8505,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,8.330394922425952e-05,0.0010662905500705218,0.011445962623413259,0.0,0.00023325105782792669,0.01539456981664316,0.025807563469675603,0.24694622708039493,0.003598730606488012,0.06204478138222849,0.0,0.04490082863187588,0.0011329337094499296,0.007380729901269394,0.00011662552891396334,0.00019992947813822284,0.0,0.0,0.0038653032440056417,0.0,0.0,0.0,0.0003165550070521862,0.002232545839210155,0.0,0.0,4.998236953455571e-05,0.0,0.015344587447108603,0.02640735190409027,0.04433436177715092,0.01634423483779972,0.0,0.008513663610719324,0.0,0.0,0.25784238363892803,0.0,0.04733330394922426,0.007563998589562765
2024930_WZY_DM_assembly_Plate1C10,2024930_WZY_DM_assembly_Plate1,,,C10,Plate1_C10,Xylan,cycle 5,,0.8855,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0,3.435499515033947e-05,0.0025766246362754607,0.0,0.04686021338506304,0.16974803103782735,0.022743006789524733,0.0018551697381183315,0.003126304558680892,0.014875712900096993,0.0,0.0012024248302618815,0.010203433559650824,0.04792521823472357,0.0,0.00017177497575169738,0.0,0.0,0.04936812803103782,0.0,0.0,0.0,0.002370494665373424,0.005290669253152279,0.0,0.0,0.00010306498545101842,0.0,0.028892550921435497,0.033461765276430654,0.047306828322017457,0.002507914645974782,0.0,0.008107778855480117,0.0,0.0,0.11471132880698351,0.0,0.07530614936954412,0.19675105722599417
2024930_WZY_DM_assembly_Plate1C11,2024930_WZY_DM_assembly_Plate1,,,C11,Plate1_C11,Xylan,cycle 5,,0.9635,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,9.242427875968249e-05,4.621213937984124e-05,0.005614774934650711,0.0,0.031031451593563394,0.13098830907216,0.03158599726612149,0.17396559869541237,2.310606968992062e-05,0.0029113647809299982,0.0,0.007948487973332695,0.010975383102712295,0.12098338089642438,0.0,0.00013863641813952372,0.0,0.0,0.019201143912324036,0.0,0.0,0.0,0.0006238638816278568,0.0036507590110074583,0.0,0.0,0.0004852274634883331,0.0,0.029090541739610065,0.042607592508213624,0.05587047651022806,0.005476138516511187,0.0,0.009773867478836422,0.0,0.0,0.03685418115542339,0.0,0.06430419194704909,0.1792568886544042
2024930_WZY_DM_assembly_Plate1C12,2024930_WZY_DM_assembly_Plate1,,,C12,Plate1_C12,Xylan,cycle 5,,0.8945,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.00034767761459229845,0.00044701407590438377,0.005339334795524584,0.0,0.033575723923484825,0.015695160887309476,0.0030545961853466223,0.138624031761015,0.00029800938393625585,0.03099297592937061,0.0,0.005761514756100946,0.0013410422277131513,0.08967599044948499,0.0009188622671367888,0.0,0.0,0.00022350703795219189,0.024511271828757047,0.0,0.0,0.0,0.0006208528832005331,0.002011563341569727,0.0,0.0,0.000546350537216469,0.0,0.015868999694605625,0.04532226047363891,0.04688680973930425,0.010405494322440933,0.0,0.007003220522502013,0.0,0.0,0.34402699963907934,0.0,0.05426254199172659,0.01673819373108637
2024930_WZY_DM_assembly_Plate1C1,2024930_WZY_DM_assembly_Plate1,,,C1,Plate1_C1,Xylose,cycle 5,,0.8155,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.016406692362203365,0.00029599702715315347,0.009288668613996577,0.00011276077224882038,0.10342981834523048,0.0053279464887567626,0.0016632213906701003,0.09144898629379332,0.0021565497692586895,0.000310092123684256,0.0,0.12042850476174015,2.8190193062205094e-05,0.04865627322536599,0.0,0.0,0.0,0.0,0.0021565497692586895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004510430889952815,0.0,0.01970494495048136,0.003312347684809098,0.0016068410045456901,0.020395604680505386,0.0,0.01854914703493095,0.0,0.0,0.09509961629534888,0.0,0.09266116459546814,0.16200903952849266
2024930_WZY_DM_assembly_Plate1C2,2024930_WZY_DM_assembly_Plate1,,,C2,Plate1_C2,Xylose,cycle 5,,0.9295,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.20420930580490723,0.0004920706163973669,0.08059260921603831,0.00010697187312986236,0.18221588868940755,0.007509425493716337,0.01238734290843806,0.03020885697187313,0.0017543387193297427,0.034851436265709156,0.0,0.09312971274685816,0.0002353381208856972,0.04199715739078396,0.0,0.00012836624775583482,0.0,0.0,0.008835876720526631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019254937163375223,0.0,0.0722060143626571,0.007252692998204668,0.0027384799521244763,0.00025673249551166964,0.0,0.0027384799521244763,0.0,0.0,0.0,0.0,0.00969165170556553,0.1357687013764213
2024930_WZY_DM_assembly_Plate1C3,2024930_WZY_DM_assembly_Plate1,,,C3,Plate1_C3,Xylose,cycle 5,,0.8765,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.1012242667188111,0.001234024247164646,0.0049703754399687125,0.0,0.05995301134141572,0.000617012123582323,0.018750312866640594,0.21934780993351582,0.00023994915917090336,0.04908674227610481,0.0,0.0488467931169339,0.00023994915917090336,0.018201857645678526,0.0,0.000651290574892452,0.0,0.0,0.001131188893234259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06646591709034023,0.0008569612827532264,0.004559034024247164,0.032461693390692214,0.0,0.021903930387172466,0.0,0.0,0.0,0.0,0.06845406726632773,0.15730381306218225
